"Id;""Designator"";""Footprint"";""Quantity"";""Designation"";""Supplier and ref"";",,,,
"1;""D2",D4,D3,"D1"";""D_DO-35_SOD27_P7.62mm_Horizontal"";4;""D_Zener"";;;",
"2;""J4"";""PinSocket_1x05_P2.54mm_Vertical"";1;""Conn_01x05_Female"";;;",,,,
"3;""J3"";""PinSocket_1x04_P2.54mm_Vertical"";1;""Conn_01x04_Female"";;;",,,,
"4;""Y1"";""Crystal_HC49-U_Vertical"";1;""16MHz"";;;",,,,
"5;""Q6","Q3"";""TO-220-3_Vertical"";2;""IRF540N"";;;",,,
"6;""Q5","Q2"";""TO-220-3_Vertical"";2;""IRF9540N"";;;",,,
"7;""C2","C1"";""C_Disc_D5.0mm_W2.5mm_P5.00mm"";2;""22uF"";;;",,,
"8;""R8",R3,"R1"";""R_0603_1608Metric"";3;""1k"";;;",,
"9;""R7",R6,R5,R4,"R2"";""R_0603_1608Metric"";5;""10k"";;;"
"10;""C3"";""C_0603_1608Metric"";1;""100nF"";;;",,,,
"11;""U3"";""TSSOP-10_3x3mm_P0.5mm"";1;""ADS1115IDGS"";;;",,,,
"12;""U1"";""DIP-28_W7.62mm"";1;""ATmega328-PU"";;;",,,,
"13;""Q4","Q1"";""TO-92_Inline_Wide"";2;""BC549"";;;",,,
"14;""J2"";""USB_Micro-B_Molex-105017-0001"";1;""USB_B_Micro"";;;",,,,
"15;""J1"";""BarrelJack_Horizontal"";1;""Barrel_Jack"";;;",,,,
